Date      - 2021-09-28T11:25:09
Vref      = 3.318 V
Us(+5V)   = 4.911 V
Temp_SiPM = 22.369 C
Temp_CPU  = 31.888 C
U_LED_on  = 2.85 V
+U_SiPM   = 3.289 V
-U_SiPM   = -23.714 V
U_SiPM    = 27.003 V
I_SiPM    = 0.646 uA
>No. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>1 13.651 22.341 3.289 -23.713 90 0 0.634 0.636
>2 15.659 22.295 3.289 -23.716 90 2 0.664 0.627
>3 17.66 22.275 3.288 -23.715 90 4 0.61 0.66
>4 19.67 22.292 3.289 -23.714 90 6 0.679 0.629
>5 21.674 22.31 3.289 -23.717 90 8 0.643 0.619
>6 23.676 22.269 3.289 -23.712 90 10 0.641 0.607
>7 25.682 22.37 3.289 -23.716 90 12 0.618 0.61
>8 27.692 22.295 3.289 -23.714 90 14 0.608 0.627
>9 29.694 22.275 3.289 -23.713 90 16 0.674 0.631
>10 31.7 22.222 3.288 -23.711 90 18 0.634 0.618
>11 33.705 22.307 3.289 -23.717 90 20 0.667 0.643
>12 35.712 22.32 3.289 -23.711 90 22 0.629 0.63
>13 37.718 22.251 3.288 -23.72 90 24 0.65 0.625
>14 39.722 22.267 3.289 -23.717 90 26 0.66 0.663
>15 41.728 22.286 3.288 -23.715 90 28 0.632 0.653
>16 43.733 22.285 3.288 -23.721 90 30 0.66 0.61
>17 45.735 22.35 3.289 -23.713 90 32 0.628 0.624
>18 47.74 22.265 3.289 -23.715 90 34 0.709 0.593
>19 49.747 22.295 3.288 -23.714 90 36 0.649 0.647
>20 51.752 22.29 3.289 -23.715 90 38 0.595 0.579
>21 53.76 22.25 3.289 -23.713 90 40 0.665 0.655
>22 55.761 22.212 3.288 -23.717 90 42 0.698 0.645
>23 57.768 22.249 3.289 -23.719 90 44 0.704 0.679
>24 59.772 22.346 3.289 -23.719 90 46 0.656 0.603
>25 61.778 22.199 3.289 -23.712 90 48 0.719 0.632
>26 63.782 22.305 3.289 -23.715 90 50 0.666 0.525
>27 65.787 22.295 3.289 -23.713 90 52 0.691 0.671
>28 67.794 22.224 3.289 -23.719 90 54 0.753 0.66
>29 69.798 22.301 3.288 -23.716 90 56 0.661 0.632
>30 71.803 22.23 3.289 -23.714 90 58 0.767 0.609
>31 73.805 22.233 3.289 -23.714 90 60 0.666 0.646
>32 75.813 22.274 3.288 -23.716 90 62 0.827 0.641
>33 77.817 22.224 3.289 -23.715 90 64 0.836 0.685
>34 79.818 22.195 3.288 -23.718 90 66 0.845 0.653
>35 81.825 22.22 3.289 -23.719 90 68 1.138 0.627
>36 83.827 22.289 3.288 -23.717 90 70 2.899 0.626
>37 85.835 22.216 3.288 -23.723 90 72 8.46 0.635
>38 87.839 22.212 3.289 -23.714 90 74 21.758 0.567
>39 89.845 22.241 3.288 -23.712 90 76 45.795 0.538
>40 91.846 22.247 3.287 -23.717 90 78 60.556 0.624
>41 93.851 22.229 3.287 -23.71 90 80 69.895 0.647
>42 95.856 22.269 3.287 -23.71 90 82 76.186 0.565
>43 97.862 22.243 3.287 -23.712 90 84 76.904 0.688
>44 99.867 22.166 3.287 -23.708 90 86 76.739 0.569
>45 101.868 22.247 3.287 -23.708 90 88 75.664 0.679
>46 103.873 22.18 3.287 -23.713 90 90 75.744 0.653
>47 105.877 22.201 3.287 -23.708 90 92 76.025 0.625
>48 107.881 22.195 3.287 -23.71 90 94 76.123 0.688
>49 109.888 22.218 3.288 -23.707 90 96 75.897 0.639
>50 111.891 22.1 3.287 -23.711 90 98 75.839 0.633
>51 113.896 22.229 3.287 -23.71 90 100 71.521 0.677
>52 115.901 22.222 3.288 -23.716 90 102 60.672 0.655
>53 117.905 22.256 3.288 -23.712 90 104 51.244 0.679
>54 119.907 22.299 3.288 -23.714 90 106 30.763 0.599
>55 121.913 22.258 3.288 -23.719 90 108 12.979 0.587
>56 123.916 22.22 3.289 -23.723 90 110 3.638 0.669
>57 125.918 22.227 3.288 -23.717 90 112 1.098 0.609
>58 127.923 22.205 3.289 -23.719 90 114 0.974 0.643
>59 129.929 22.297 3.288 -23.718 90 116 0.916 0.604
>60 131.933 22.205 3.289 -23.715 90 118 0.826 0.659
>61 133.935 22.233 3.289 -23.718 90 120 0.828 0.603
>62 135.939 22.218 3.289 -23.714 90 122 0.779 0.653
>63 137.944 22.173 3.289 -23.72 90 124 0.744 0.615
>64 139.947 22.177 3.289 -23.718 90 126 0.721 0.629
>65 141.95 22.186 3.289 -23.713 90 128 0.688 0.625
>66 143.955 22.176 3.289 -23.713 90 130 0.698 0.613
>67 145.96 22.157 3.289 -23.72 90 132 0.693 0.635
>68 147.962 22.206 3.288 -23.717 90 134 0.676 0.661
>69 149.968 22.258 3.289 -23.719 90 136 0.655 0.564
>70 151.97 22.222 3.289 -23.717 90 138 0.679 0.615
>71 153.975 22.182 3.288 -23.719 90 140 0.612 0.659
>72 155.977 22.181 3.289 -23.72 90 142 0.675 0.648
>73 157.979 22.241 3.288 -23.718 90 144 0.646 0.634
>74 159.984 22.212 3.289 -23.722 90 146 0.654 0.639
>75 161.989 22.204 3.289 -23.713 90 148 0.649 0.616
>76 163.992 22.161 3.289 -23.713 90 150 0.67 0.632
>77 165.996 22.159 3.289 -23.72 90 152 0.638 0.6
>78 167.998 22.143 3.288 -23.715 90 154 0.643 0.64
>79 170.001 22.179 3.288 -23.718 90 156 0.645 0.644
>80 172.006 22.195 3.289 -23.719 90 158 0.644 0.622
>81 174.009 22.149 3.289 -23.722 90 160 0.606 0.607
>82 176.013 22.178 3.289 -23.716 90 162 0.62 0.635
>83 178.015 22.225 3.289 -23.717 90 164 0.611 0.64
>84 180.018 22.165 3.289 -23.719 90 166 0.622 0.624
>85 182.022 22.207 3.289 -23.717 90 168 0.66 0.635
>86 184.026 22.126 3.289 -23.716 90 170 0.648 0.596
>87 186.027 22.161 3.289 -23.72 90 172 0.672 0.662
>88 188.03 22.208 3.289 -23.717 90 174 0.62 0.635
>89 190.034 22.143 3.289 -23.721 90 176 0.597 0.624
>90 192.037 22.117 3.289 -23.72 90 178 0.645 0.651
>91 194.041 22.244 3.288 -23.721 90 180 0.639 0.632
>92 196.044 22.204 3.289 -23.718 90 178 0.609 0.609
>93 198.047 22.137 3.289 -23.719 90 176 0.62 0.614
>94 200.048 22.145 3.289 -23.719 90 174 0.622 0.616
>95 202.053 22.242 3.288 -23.714 90 172 0.643 0.624
>96 204.056 22.139 3.289 -23.72 90 170 0.63 0.623
>97 206.057 22.14 3.289 -23.725 90 168 0.636 0.638
>98 208.062 22.198 3.289 -23.716 90 166 0.622 0.626
>99 210.063 22.228 3.289 -23.72 90 164 0.638 0.636
>100 212.066 22.131 3.289 -23.718 90 162 0.652 0.62
>101 214.069 22.1 3.289 -23.719 90 160 0.612 0.62
>102 216.073 22.161 3.289 -23.725 90 158 0.611 0.637
>103 218.076 22.135 3.289 -23.716 90 156 0.641 0.635
>104 220.077 22.093 3.289 -23.717 90 154 0.578 0.627
>105 222.08 22.107 3.289 -23.724 90 152 0.64 0.615
>106 224.084 22.109 3.289 -23.722 90 150 0.623 0.62
>107 226.087 22.258 3.289 -23.723 90 148 0.645 0.604
>108 228.089 22.171 3.289 -23.719 90 146 0.62 0.618
>109 230.09 22.194 3.289 -23.724 90 144 0.602 0.637
>110 232.093 22.137 3.289 -23.721 90 142 0.583 0.637
>111 234.096 22.139 3.289 -23.724 90 140 0.675 0.627
>112 236.098 22.131 3.289 -23.718 90 138 0.612 0.631
>113 238.1 22.182 3.289 -23.716 90 136 0.629 0.636
>114 240.102 22.175 3.289 -23.722 90 134 0.682 0.64
>115 242.107 22.162 3.289 -23.72 90 132 0.696 0.621
>116 244.109 22.16 3.289 -23.719 90 130 0.618 0.608
>117 246.11 22.166 3.289 -23.717 90 128 0.64 0.628
>118 248.113 22.132 3.289 -23.717 90 126 0.758 0.665
>119 250.114 22.148 3.289 -23.718 90 124 0.757 0.664
>120 252.117 22.149 3.289 -23.718 90 122 0.739 0.602
>121 254.12 22.153 3.288 -23.717 90 120 0.708 0.53
>122 256.122 22.061 3.289 -23.719 90 118 0.811 0.625
>123 258.123 22.101 3.289 -23.719 90 116 0.868 0.596
>124 260.126 22.168 3.289 -23.72 90 114 0.933 0.625
>125 262.129 22.11 3.288 -23.716 90 112 1.036 0.654
>126 264.129 22.181 3.288 -23.72 90 110 2.528 0.647
>127 266.133 22.083 3.289 -23.72 90 108 9.869 0.635
>128 268.134 22.065 3.288 -23.718 90 106 24.415 0.641
>129 270.135 22.14 3.288 -23.71 90 104 48.415 0.648
>130 272.138 22.148 3.288 -23.715 90 102 58.688 0.675
>131 274.14 22.095 3.288 -23.713 90 100 68.776 0.622
>132 276.143 22.081 3.287 -23.709 90 98 75.546 0.667
>133 278.144 22.055 3.287 -23.712 90 96 76.933 0.627
>134 280.146 22.151 3.287 -23.71 90 94 76.439 0.645
>135 282.148 22.074 3.287 -23.713 90 92 76.632 0.645
>136 284.149 22.151 3.288 -23.713 90 90 76.197 0.609
>137 286.152 22.103 3.287 -23.717 90 88 76.125 0.659
>138 288.154 22.178 3.287 -23.712 90 86 76.848 0.631
>139 290.155 22.178 3.288 -23.711 90 84 77.625 0.648
>140 292.157 22.086 3.287 -23.712 90 82 77.508 0.677
>141 294.158 22.054 3.287 -23.713 90 80 73.622 0.552
>142 296.16 22.124 3.287 -23.713 90 78 64.739 0.637
>143 298.162 22.109 3.288 -23.712 90 76 52.761 0.647
>144 300.164 22.161 3.288 -23.717 90 74 29.248 0.614
>145 302.165 22.171 3.289 -23.719 90 72 12.826 0.679
>146 304.166 22.153 3.289 -23.718 90 70 4.419 0.63
>147 306.168 22.084 3.289 -23.72 90 68 1.321 0.634
>148 308.169 22.076 3.288 -23.72 90 66 0.952 0.661
>149 310.17 22.063 3.289 -23.717 90 64 0.888 0.599
>150 312.172 22.14 3.289 -23.721 90 62 0.844 0.61
>151 314.173 22.09 3.289 -23.717 90 60 0.781 0.604
>152 316.176 22.078 3.289 -23.719 90 58 0.687 0.672
>153 318.177 22.14 3.289 -23.719 90 56 0.667 0.616
>154 320.177 22.214 3.289 -23.723 90 54 0.733 0.637
>155 322.179 22.127 3.289 -23.723 90 52 0.706 0.636
>156 324.18 22.117 3.289 -23.723 90 50 0.65 0.581
>157 326.182 22.089 3.289 -23.717 90 48 0.716 0.636
>158 328.183 22.181 3.289 -23.717 90 46 0.693 0.618
>159 330.183 22.006 3.288 -23.722 90 44 0.65 0.662
>160 332.185 22.044 3.288 -23.717 90 42 0.69 0.607
>161 334.186 22.105 3.288 -23.723 90 40 0.688 0.654
>162 336.187 22.092 3.288 -23.717 90 38 0.56 0.665
>163 338.188 22.116 3.289 -23.722 90 36 0.665 0.642
>164 340.189 22.086 3.289 -23.717 90 34 0.653 0.639
>165 342.19 22.065 3.289 -23.717 90 32 0.634 0.592
>166 344.191 22.156 3.289 -23.724 90 30 0.637 0.609
>167 346.192 22.063 3.289 -23.722 90 28 0.667 0.56
>168 348.193 22.074 3.289 -23.721 90 26 0.637 0.64
>169 350.194 22.109 3.289 -23.715 90 24 0.645 0.558
>170 352.195 22.053 3.289 -23.722 90 22 0.597 0.62
>171 354.195 22.066 3.289 -23.724 90 20 0.623 0.631
>172 356.196 22.074 3.289 -23.725 90 18 0.625 0.623
>173 358.197 22.065 3.289 -23.717 90 16 0.605 0.56
>174 360.198 22.085 3.289 -23.718 90 14 0.649 0.602
>175 362.198 22.075 3.289 -23.722 90 12 0.629 0.668
>176 364.199 22.045 3.289 -23.712 90 10 0.629 0.651
>177 366.2 22.119 3.289 -23.716 90 8 0.601 0.627
>178 368.201 22.107 3.289 -23.719 90 6 0.597 0.629
>179 370.201 22.124 3.289 -23.721 90 4 0.621 0.607
>180 372.202 22.05 3.289 -23.718 90 2 0.623 0.661
>181 374.202 22.058 3.289 -23.724 90 0 0.572 0.643
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>182 389.289 22.079 3.289 -23.718 110 0 0.657 0.63
>183 391.295 22.083 3.288 -23.725 110 2 0.61 0.597
>184 393.3 22.075 3.289 -23.725 110 4 0.624 0.607
>185 395.304 22.099 3.289 -23.722 110 6 0.624 0.601
>186 397.311 22.037 3.289 -23.723 110 8 0.567 0.64
>187 399.317 22.099 3.289 -23.722 110 10 0.636 0.617
>188 401.321 22.044 3.289 -23.722 110 12 0.657 0.617
>189 403.324 22.064 3.288 -23.719 110 14 0.623 0.636
>190 405.33 22.065 3.289 -23.723 110 16 0.623 0.645
>191 407.334 22.136 3.289 -23.716 110 18 0.636 0.629
>192 409.342 21.998 3.288 -23.718 110 20 0.673 0.682
>193 411.347 22.084 3.288 -23.719 110 22 0.653 0.571
>194 413.351 22.06 3.289 -23.718 110 24 0.645 0.634
>195 415.358 22.065 3.289 -23.725 110 26 0.604 0.633
>196 417.362 22.058 3.289 -23.722 110 28 0.662 0.596
>197 419.37 21.992 3.288 -23.722 110 30 0.662 0.648
>198 421.375 22.045 3.289 -23.719 110 32 0.678 0.572
>199 423.378 22.078 3.289 -23.722 110 34 0.638 0.579
>200 425.383 22.01 3.289 -23.719 110 36 0.612 0.658
>201 427.392 22.104 3.289 -23.721 110 38 0.687 0.674
>202 429.392 22.069 3.289 -23.723 110 40 0.568 0.592
>203 431.399 22.127 3.289 -23.723 110 42 0.676 0.625
>204 433.403 22.111 3.289 -23.719 110 44 0.598 0.66
>205 435.409 22.047 3.288 -23.719 110 46 0.618 0.677
>206 437.413 22.071 3.289 -23.721 110 48 0.713 0.641
>207 439.418 22.03 3.289 -23.719 110 50 0.735 0.66
>208 441.425 22.043 3.289 -23.721 110 52 0.623 0.602
>209 443.429 22.023 3.289 -23.723 110 54 0.711 0.584
>210 445.434 22.077 3.289 -23.723 110 56 0.796 0.665
>211 447.436 22.058 3.289 -23.717 110 58 0.675 0.676
>212 449.444 22.063 3.289 -23.722 110 60 0.735 0.602
>213 451.448 21.985 3.288 -23.719 110 62 0.849 0.626
>214 453.449 21.999 3.289 -23.722 110 64 0.843 0.552
>215 455.456 22.049 3.289 -23.725 110 66 0.8 0.66
>216 457.459 22.034 3.289 -23.724 110 68 1.02 0.625
>217 459.466 22.083 3.288 -23.718 110 70 2.225 0.597
>218 461.47 22.057 3.289 -23.722 110 72 6.829 0.611
>219 463.476 21.997 3.289 -23.721 110 74 18.966 0.574
>220 465.477 22.051 3.288 -23.713 110 76 42.012 0.559
>221 467.482 22.085 3.288 -23.714 110 78 60.643 0.686
>222 469.488 22.034 3.288 -23.717 110 80 71.837 0.642
>223 471.493 22.086 3.287 -23.715 110 82 76.006 0.638
>224 473.498 22.102 3.287 -23.713 110 84 77.621 0.668
>225 475.499 22.067 3.287 -23.713 110 86 77.59 0.64
>226 477.504 21.953 3.287 -23.712 110 88 76.592 0.654
>227 479.508 22.023 3.287 -23.711 110 90 76.008 0.626
>228 481.512 22.086 3.288 -23.711 110 92 76.374 0.579
>229 483.519 22.093 3.288 -23.711 110 94 76.519 0.662
>230 485.522 21.982 3.287 -23.717 110 96 76.738 0.646
>231 487.528 22.07 3.287 -23.712 110 98 74.821 0.652
>232 489.532 22.024 3.287 -23.716 110 100 71.081 0.616
>233 491.536 22.007 3.288 -23.714 110 102 64.926 0.639
>234 493.539 22.021 3.288 -23.72 110 104 48.43 0.621
>235 495.544 22.067 3.288 -23.719 110 106 22.503 0.638
>236 497.547 22.025 3.288 -23.723 110 108 9.799 0.675
>237 499.549 22.072 3.289 -23.723 110 110 3.533 0.617
>238 501.554 22.006 3.289 -23.721 110 112 1.161 0.631
>239 503.56 22.072 3.289 -23.717 110 114 0.821 0.632
>240 505.564 22.048 3.288 -23.728 110 116 0.782 0.633
>241 507.566 21.985 3.289 -23.719 110 118 0.85 0.664
>242 509.57 22.025 3.288 -23.718 110 120 0.764 0.641
>243 511.575 21.998 3.289 -23.721 110 122 0.737 0.675
>244 513.577 21.999 3.289 -23.723 110 124 0.678 0.541
>245 515.581 22.011 3.288 -23.721 110 126 0.721 0.65
>246 517.585 22.006 3.289 -23.72 110 128 0.699 0.614
>247 519.59 21.994 3.288 -23.718 110 130 0.67 0.615
>248 521.592 22.033 3.288 -23.72 110 132 0.704 0.647
>249 523.598 22.055 3.289 -23.721 110 134 0.682 0.646
>250 525.601 22.092 3.288 -23.719 110 136 0.682 0.53
>251 527.606 21.985 3.288 -23.723 110 138 0.691 0.626
>252 529.608 22.024 3.289 -23.715 110 140 0.651 0.631
>253 531.61 22.004 3.289 -23.72 110 142 0.659 0.627
>254 533.615 21.98 3.289 -23.723 110 144 0.661 0.617
>255 535.62 22.076 3.289 -23.721 110 146 0.639 0.616
>256 537.623 22 3.289 -23.722 110 148 0.636 0.612
>257 539.627 21.997 3.289 -23.72 110 150 0.581 0.618
>258 541.629 22.01 3.289 -23.72 110 152 0.642 0.596
>259 543.632 22.098 3.289 -23.726 110 154 0.61 0.619
>260 545.636 22.061 3.289 -23.726 110 156 0.671 0.619
>261 547.639 21.977 3.289 -23.723 110 158 0.601 0.644
>262 549.644 22.027 3.289 -23.723 110 160 0.626 0.607
>263 551.646 22.031 3.289 -23.717 110 162 0.65 0.634
>264 553.649 22.017 3.289 -23.722 110 164 0.647 0.628
>265 555.653 22.036 3.289 -23.723 110 166 0.65 0.636
>266 557.657 22.027 3.289 -23.724 110 168 0.618 0.652
>267 559.657 22.006 3.289 -23.717 110 170 0.628 0.626
>268 561.661 22.045 3.289 -23.719 110 172 0.634 0.64
>269 563.665 21.99 3.289 -23.719 110 174 0.628 0.63
>270 565.668 22.058 3.289 -23.719 110 176 0.595 0.624
>271 567.673 22.027 3.289 -23.72 110 178 0.639 0.622
>272 569.674 22.091 3.289 -23.72 110 180 0.632 0.631
>273 571.676 22.082 3.289 -23.72 110 178 0.651 0.596
>274 573.68 21.967 3.289 -23.717 110 176 0.603 0.644
>275 575.682 22.004 3.289 -23.725 110 174 0.649 0.619
>276 577.685 21.97 3.289 -23.724 110 172 0.623 0.624
>277 579.689 21.99 3.289 -23.72 110 170 0.639 0.609
>278 581.693 22.046 3.289 -23.721 110 168 0.61 0.63
>279 583.694 21.947 3.289 -23.723 110 166 0.651 0.629
>280 585.697 22.04 3.289 -23.716 110 164 0.622 0.619
>281 587.7 22.066 3.289 -23.723 110 162 0.634 0.652
>282 589.704 22.078 3.288 -23.723 110 160 0.626 0.622
>283 591.707 22.015 3.289 -23.723 110 158 0.629 0.599
>284 593.708 22.015 3.289 -23.72 110 156 0.611 0.624
>285 595.71 22 3.289 -23.723 110 154 0.614 0.614
>286 597.715 22.065 3.289 -23.719 110 152 0.588 0.623
>287 599.718 21.94 3.289 -23.724 110 150 0.632 0.633
>288 601.72 22.01 3.289 -23.724 110 148 0.637 0.635
>289 603.721 21.977 3.289 -23.718 110 146 0.625 0.62
>290 605.724 21.942 3.289 -23.721 110 144 0.62 0.626
>291 607.727 22.006 3.288 -23.725 110 142 0.64 0.608
>292 609.729 22.079 3.289 -23.722 110 140 0.663 0.621
>293 611.731 22.015 3.289 -23.72 110 138 0.68 0.587
>294 613.737 21.998 3.289 -23.719 110 136 0.689 0.63
>295 615.738 21.994 3.289 -23.719 110 134 0.676 0.62
>296 617.74 22.005 3.288 -23.718 110 132 0.675 0.636
>297 619.741 22.042 3.289 -23.723 110 130 0.67 0.561
>298 621.744 22.071 3.289 -23.722 110 128 0.667 0.614
>299 623.747 22.03 3.289 -23.72 110 126 0.761 0.612
>300 625.747 21.987 3.289 -23.721 110 124 0.749 0.607
>301 627.751 21.92 3.289 -23.718 110 122 0.739 0.588
>302 629.753 21.971 3.289 -23.718 110 120 0.788 0.641
>303 631.754 22.021 3.289 -23.723 110 118 0.796 0.629
>304 633.757 21.942 3.289 -23.718 110 116 0.848 0.654
>305 635.76 21.957 3.289 -23.726 110 114 0.905 0.618
>306 637.762 21.989 3.289 -23.721 110 112 1.06 0.66
>307 639.764 21.995 3.289 -23.721 110 110 2.839 0.559
>308 641.765 22.006 3.289 -23.721 110 108 7.83 0.638
>309 643.768 21.918 3.289 -23.721 110 106 18.476 0.589
>310 645.769 21.955 3.288 -23.717 110 104 41.758 0.647
>311 647.771 21.971 3.288 -23.715 110 102 62.278 0.639
>312 649.774 21.941 3.287 -23.713 110 100 69.667 0.628
>313 651.775 22.007 3.287 -23.714 110 98 74.583 0.648
>314 653.778 22.014 3.288 -23.715 110 96 75.883 0.664
>315 655.779 21.977 3.287 -23.715 110 94 76.54 0.634
>316 657.78 22.002 3.287 -23.711 110 92 76.758 0.643
>317 659.783 21.99 3.287 -23.712 110 90 76.402 0.651
>318 661.785 21.963 3.287 -23.717 110 88 76.531 0.585
>319 663.786 21.977 3.288 -23.714 110 86 77.356 0.665
>320 665.788 21.974 3.287 -23.711 110 84 77.851 0.639
>321 667.789 21.982 3.288 -23.71 110 82 77.757 0.595
>322 669.791 22.044 3.287 -23.713 110 80 72.903 0.685
>323 671.793 21.969 3.288 -23.719 110 78 66.126 0.651
>324 673.794 22.008 3.288 -23.718 110 76 49.097 0.68
>325 675.796 21.988 3.288 -23.721 110 74 24.682 0.632
>326 677.798 22.004 3.288 -23.721 110 72 10.298 0.64
>327 679.798 21.972 3.289 -23.717 110 70 3.456 0.618
>328 681.801 21.981 3.289 -23.722 110 68 1.122 0.654
>329 683.802 22.078 3.289 -23.719 110 66 0.914 0.66
>330 685.803 21.899 3.289 -23.724 110 64 0.902 0.646
>331 687.805 21.909 3.289 -23.723 110 62 0.772 0.623
>332 689.807 22.009 3.289 -23.723 110 60 0.803 0.58
>333 691.808 21.935 3.289 -23.721 110 58 0.764 0.631
>334 693.808 21.978 3.289 -23.721 110 56 0.782 0.534
>335 695.81 21.959 3.289 -23.719 110 54 0.712 0.555
>336 697.811 21.987 3.289 -23.718 110 52 0.716 0.585
>337 699.813 21.906 3.289 -23.718 110 50 0.761 0.627
>338 701.814 21.939 3.288 -23.718 110 48 0.708 0.621
>339 703.815 21.968 3.289 -23.724 110 46 0.678 0.63
>340 705.816 21.96 3.289 -23.714 110 44 0.688 0.634
>341 707.817 21.935 3.289 -23.721 110 42 0.689 0.621
>342 709.818 22.008 3.289 -23.721 110 40 0.603 0.628
>343 711.819 21.997 3.289 -23.719 110 38 0.669 0.634
>344 713.82 21.961 3.289 -23.719 110 36 0.678 0.552
>345 715.821 21.955 3.289 -23.719 110 34 0.658 0.59
>346 717.822 22.042 3.289 -23.723 110 32 0.651 0.639
>347 719.823 21.961 3.289 -23.727 110 30 0.646 0.633
>348 721.824 21.963 3.289 -23.721 110 28 0.618 0.639
>349 723.825 21.903 3.289 -23.721 110 26 0.612 0.639
>350 725.826 21.983 3.289 -23.718 110 24 0.682 0.637
>351 727.827 21.963 3.289 -23.722 110 22 0.622 0.616
>352 729.827 21.964 3.289 -23.723 110 20 0.63 0.639
>353 731.828 22 3.288 -23.723 110 18 0.608 0.638
>354 733.829 21.949 3.289 -23.72 110 16 0.63 0.638
>355 735.83 21.976 3.289 -23.722 110 14 0.634 0.647
>356 737.83 21.923 3.289 -23.719 110 12 0.627 0.635
>357 739.831 21.91 3.289 -23.715 110 10 0.614 0.63
>358 741.832 21.969 3.289 -23.72 110 8 0.603 0.59
>359 743.832 21.982 3.289 -23.723 110 6 0.628 0.648
>360 745.833 21.968 3.289 -23.723 110 4 0.629 0.611
>361 747.835 21.964 3.289 -23.718 110 2 0.62 0.602
>362 749.835 21.862 3.289 -23.718 110 0 0.62 0.637
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>363 761.59 21.995 3.288 -23.717 130 0 0.643 0.628
>364 763.595 22.016 3.288 -23.722 130 2 0.668 0.571
>365 765.598 21.965 3.289 -23.726 130 4 0.586 0.604
>366 767.606 21.921 3.289 -23.715 130 6 0.638 0.624
>367 769.612 21.98 3.289 -23.721 130 8 0.662 0.662
>368 771.616 21.973 3.289 -23.72 130 10 0.612 0.607
>369 773.624 21.948 3.288 -23.718 130 12 0.632 0.652
>370 775.625 21.981 3.289 -23.726 130 14 0.651 0.641
>371 777.634 21.951 3.289 -23.721 130 16 0.64 0.657
>372 779.636 21.924 3.289 -23.719 130 18 0.637 0.63
>373 781.642 21.952 3.289 -23.719 130 20 0.665 0.591
>374 783.645 21.93 3.289 -23.724 130 22 0.656 0.628
>375 785.652 21.952 3.289 -23.719 130 24 0.648 0.618
>376 787.656 21.961 3.289 -23.723 130 26 0.617 0.63
>377 789.663 21.878 3.289 -23.724 130 28 0.695 0.538
>378 791.668 21.942 3.289 -23.725 130 30 0.631 0.684
>379 793.676 21.985 3.289 -23.722 130 32 0.673 0.605
>380 795.682 22.011 3.288 -23.724 130 34 0.645 0.68
>381 797.684 21.971 3.289 -23.722 130 36 0.671 0.611
>382 799.689 21.973 3.289 -23.723 130 38 0.647 0.528
>383 801.691 21.939 3.289 -23.719 130 40 0.707 0.647
>384 803.7 21.946 3.288 -23.719 130 42 0.655 0.642
>385 805.703 21.938 3.289 -23.723 130 44 0.63 0.529
>386 807.707 21.931 3.288 -23.723 130 46 0.709 0.61
>387 809.712 21.993 3.289 -23.717 130 48 0.657 0.635
>388 811.719 21.982 3.289 -23.72 130 50 0.697 0.548
>389 813.724 21.993 3.289 -23.72 130 52 0.74 0.664
>390 815.729 21.99 3.288 -23.72 130 54 0.659 0.632
>391 817.731 22 3.288 -23.723 130 56 0.716 0.544
>392 819.739 22.003 3.289 -23.721 130 58 0.724 0.636
>393 821.745 21.856 3.288 -23.722 130 60 0.787 0.667
>394 823.746 21.902 3.289 -23.721 130 62 0.758 0.615
>395 825.753 21.9 3.289 -23.722 130 64 0.834 0.683
>396 827.756 21.969 3.289 -23.718 130 66 0.95 0.638
>397 829.759 21.963 3.289 -23.718 130 68 1.083 0.663
>398 831.763 21.985 3.289 -23.722 130 70 2.697 0.606
>399 833.768 21.958 3.289 -23.717 130 72 6.511 0.669
>400 835.773 21.916 3.289 -23.723 130 74 15.992 0.664
>401 837.778 21.91 3.288 -23.717 130 76 38.142 0.591
>402 839.783 21.956 3.288 -23.713 130 78 58.986 0.667
>403 841.789 21.943 3.288 -23.713 130 80 72.808 0.552
>404 843.794 21.955 3.287 -23.712 130 82 75.904 0.636
>405 845.795 21.91 3.288 -23.714 130 84 78.603 0.686
>406 847.799 21.943 3.287 -23.711 130 86 78.123 0.654
>407 849.804 21.973 3.287 -23.717 130 88 77.232 0.695
>408 851.81 21.928 3.288 -23.713 130 90 76.397 0.631
>409 853.813 21.907 3.287 -23.712 130 92 76.623 0.617
>410 855.819 21.939 3.287 -23.716 130 94 76.804 0.676
>411 857.821 21.935 3.287 -23.718 130 96 76.934 0.643
>412 859.826 21.912 3.287 -23.715 130 98 74.915 0.645
>413 861.831 21.927 3.287 -23.716 130 100 71.641 0.674
>414 863.833 21.952 3.288 -23.709 130 102 64.314 0.655
>415 865.838 21.914 3.287 -23.716 130 104 50.303 0.663
>416 867.842 21.974 3.288 -23.718 130 106 25.957 0.638
>417 869.848 21.905 3.288 -23.716 130 108 12.282 0.606
>418 871.852 22.007 3.289 -23.725 130 110 3.201 0.656
>419 873.855 21.933 3.289 -23.717 130 112 1.014 0.58
>420 875.859 21.908 3.289 -23.716 130 114 0.901 0.547
>421 877.861 21.921 3.289 -23.721 130 116 0.867 0.554
>422 879.865 21.93 3.289 -23.722 130 118 0.829 0.528
>423 881.87 21.922 3.289 -23.725 130 120 0.734 0.629
>424 883.874 21.95 3.288 -23.723 130 122 0.7 0.562
>425 885.877 22.001 3.288 -23.723 130 124 0.753 0.655
